FlightID,RouteCode,Origin,Destination,RouteType,FlightDate,FlightDurationMins,AircraftType,SeatsAvailable,SeatsSold,Revenue,OperationalCost,OriginLatitude,OriginLongitude,DestinationLatitude,DestinationLongitude
FL191746,AMD-DEL,AMD,DEL,Domestic,2025-07-19,91,Airbus A320,180,120,531787.34,419718.84,23.0772,72.6347,28.5562,77.1
FL191747,BOM-JFK,BOM,JFK,International,2025-02-15,963,Boeing 787,250,159,3754105.37,3445508.81,19.0896,72.8656,40.6413,-73.7781
FL191748,BOM-CCU,BOM,CCU,Domestic,2025-02-14,156,Airbus A320,180,105,698132.37,470275.41,19.0896,72.8656,22.6547,88.4467
FL191749,DEL-MAA,DEL,MAA,Domestic,2025-08-06,170,Airbus A320,180,109,690038.61,539637.36,28.5562,77.1,12.9941,80.1709
FL191750,BOM-LHR,BOM,LHR,International,2025-06-03,559,Airbus A350,315,205,3647871.54,2492893.32,19.0896,72.8656,51.47,-0.4543
FL191751,COK-BOM,COK,BOM,Domestic,2025-04-23,113,Airbus A321,220,189,919104.62,449543.11,10.152,76.4019,19.0896,72.8656
FL191752,GOI-DEL,GOI,DEL,Domestic,2025-08-25,151,Airbus A321,220,157,704939.44,1124058.74,15.3808,73.8314,28.5562,77.1
FL191753,HYD-CCU,HYD,CCU,Domestic,2025-08-20,123,Boeing 737,174,154,810366.46,474269.93,17.2403,78.4294,22.6547,88.4467
FL191754,BOM-BLR,BOM,BLR,Domestic,2025-05-21,96,Boeing 737,174,137,611006.09,477337.37,19.0896,72.8656,13.1986,77.7066
FL191755,JAI-DEL,JAI,DEL,Domestic,2025-08-03,52,Boeing 737,174,157,461491.83,954695.0,26.8242,75.8122,28.5562,77.1
FL191756,DEL-AMD,DEL,AMD,Domestic,2025-04-26,90,Airbus A320,180,138,713353.44,475550.94,28.5562,77.1,23.0772,72.6347
FL191757,DEL-DOH,DEL,DOH,International,2025-03-15,234,Boeing 737,174,148,1721080.28,1463597.78,28.5562,77.1,25.2731,51.6081
FL191758,DEL-DXB,DEL,DXB,International,2025-03-17,190,Airbus A321,220,159,1825235.65,1506280.28,28.5562,77.1,25.2532,55.3657
FL191759,BOM-FRA,BOM,FRA,International,2025-08-20,519,Boeing 787,250,152,2578935.17,2342940.97,19.0896,72.8656,50.0379,8.5622
FL191760,BOM-MAA,BOM,MAA,Domestic,2025-06-04,109,Airbus A320,180,105,461680.01,509335.82,19.0896,72.8656,12.9941,80.1709
FL191761,DEL-MAA,DEL,MAA,Domestic,2025-01-16,163,Airbus A320,180,114,678462.07,644181.78,28.5562,77.1,12.9941,80.1709
FL191762,MAA-CCU,MAA,CCU,Domestic,2025-01-28,137,Airbus A321,220,170,907687.53,545806.53,12.9941,80.1709,22.6547,88.4467
FL191763,BOM-MAA,BOM,MAA,Domestic,2025-05-18,119,Boeing 737,174,135,690996.71,454925.39,19.0896,72.8656,12.9941,80.1709
FL191764,MAA-CCU,MAA,CCU,Domestic,2025-06-08,128,Airbus A320,180,122,642237.92,546121.59,12.9941,80.1709,22.6547,88.4467
FL191765,BLR-COK,BLR,COK,Domestic,2025-11-18,76,Airbus A321,220,142,757459.67,466210.44,13.1986,77.7066,10.152,76.4019
FL191766,PNQ-DEL,PNQ,DEL,Domestic,2025-05-23,119,Boeing 737,174,125,537401.91,507115.09,18.5821,73.9197,28.5562,77.1
FL191767,DEL-MAA,DEL,MAA,Domestic,2025-07-22,180,Boeing 737,174,127,748410.12,587742.03,28.5562,77.1,12.9941,80.1709
FL191768,DEL-FRA,DEL,FRA,International,2025-11-08,485,Boeing 777,350,252,4451529.1,2331350.61,28.5562,77.1,50.0379,8.5622
FL191769,COK-DEL,COK,DEL,Domestic,2025-10-23,189,Boeing 787,250,210,1173475.65,644281.16,10.152,76.4019,28.5562,77.1
FL191770,JAI-DEL,JAI,DEL,Domestic,2025-07-30,62,Boeing 737,174,114,497005.44,730710.16,26.8242,75.8122,28.5562,77.1
FL191771,COK-BOM,COK,BOM,Domestic,2025-03-20,114,Airbus A321,220,176,861235.9,515624.49,10.152,76.4019,19.0896,72.8656
FL191772,BLR-PNQ,BLR,PNQ,Domestic,2025-02-17,94,Airbus A321,220,139,621569.92,422370.64,13.1986,77.7066,18.5821,73.9197
FL191773,PNQ-DEL,PNQ,DEL,Domestic,2025-08-31,113,Airbus A321,220,170,591522.22,556976.5,18.5821,73.9197,28.5562,77.1
FL191774,DEL-SIN,DEL,SIN,International,2025-01-11,332,Airbus A321,220,194,2928594.93,1879899.27,28.5562,77.1,1.3644,103.9915
FL191775,DEL-MAA,DEL,MAA,Domestic,2025-03-04,160,Boeing 737,174,154,739466.84,565535.95,28.5562,77.1,12.9941,80.1709
FL191776,BOM-CDG,BOM,CDG,International,2025-12-16,555,Airbus A350,315,201,3722282.21,2411882.65,19.0896,72.8656,49.0097,2.5479
FL191777,DEL-BLR,DEL,BLR,Domestic,2025-11-30,160,Airbus A320,180,164,825623.71,568796.48,28.5562,77.1,13.1986,77.7066
FL191778,HYD-DXB,HYD,DXB,International,2025-11-17,214,Airbus A321,220,192,2588304.16,1621480.46,17.2403,78.4294,25.2532,55.3657
FL191779,BOM-BLR,BOM,BLR,Domestic,2025-12-03,104,Boeing 737,174,145,646947.42,459090.85,19.0896,72.8656,13.1986,77.7066
FL191780,DEL-HYD,DEL,HYD,Domestic,2025-05-07,106,Airbus A321,220,183,980245.05,555357.93,28.5562,77.1,17.2403,78.4294
FL191781,BOM-HYD,BOM,HYD,Domestic,2025-06-13,83,Airbus A320,180,157,499205.46,471742.04,19.0896,72.8656,17.2403,78.4294
FL191782,MAA-COK,MAA,COK,Domestic,2025-03-25,76,Airbus A321,220,188,693967.44,475373.54,12.9941,80.1709,10.152,76.4019
FL191783,MAA-COK,MAA,COK,Domestic,2025-01-26,74,Airbus A320,180,107,468250.46,462567.72,12.9941,80.1709,10.152,76.4019
FL191784,BLR-COK,BLR,COK,Domestic,2025-12-28,49,Airbus A320,180,146,488250.61,380988.2,13.1986,77.7066,10.152,76.4019
FL191785,HYD-MAA,HYD,MAA,Domestic,2025-05-13,66,Airbus A321,220,200,757998.35,452102.39,17.2403,78.4294,12.9941,80.1709
FL191786,BLR-COK,BLR,COK,Domestic,2025-12-16,67,Airbus A321,220,203,583745.41,426530.86,13.1986,77.7066,10.152,76.4019
FL191787,BLR-PNQ,BLR,PNQ,Domestic,2025-05-19,94,Airbus A320,180,158,600899.41,446152.69,13.1986,77.7066,18.5821,73.9197
FL191788,BLR-HYD,BLR,HYD,Domestic,2025-02-12,76,Airbus A320,180,142,492044.63,397443.78,13.1986,77.7066,17.2403,78.4294
FL191789,BOM-DEL,BOM,DEL,Domestic,2025-06-08,116,Airbus A320,180,129,595791.49,551059.73,19.0896,72.8656,28.5562,77.1
FL191790,HYD-CCU,HYD,CCU,Domestic,2025-04-22,120,Airbus A320,180,141,630704.3,508439.63,17.2403,78.4294,22.6547,88.4467
FL191791,MAA-COK,MAA,COK,Domestic,2025-02-01,74,Airbus A320,180,137,527000.49,399389.51,12.9941,80.1709,10.152,76.4019
FL191792,BOM-DEL,BOM,DEL,Domestic,2025-05-27,121,Airbus A320,180,133,571178.72,490015.13,19.0896,72.8656,28.5562,77.1
FL191793,BLR-PNQ,BLR,PNQ,Domestic,2025-12-19,87,Airbus A320,180,125,426265.17,404940.56,13.1986,77.7066,18.5821,73.9197
FL191794,BLR-CCU,BLR,CCU,Domestic,2025-09-18,165,Airbus A320,180,138,701236.51,491963.35,13.1986,77.7066,22.6547,88.4467
FL191795,BLR-KUL,BLR,KUL,International,2025-07-19,250,Boeing 787,250,150,2056189.83,1593357.37,13.1986,77.7066,2.7456,101.7072
FL191796,DEL-AMD,DEL,AMD,Domestic,2025-03-24,81,Airbus A320,180,156,555875.64,446044.53,28.5562,77.1,23.0772,72.6347
FL191797,MAA-COK,MAA,COK,Domestic,2025-09-17,73,Boeing 737,174,109,369071.52,415805.17,12.9941,80.1709,10.152,76.4019
FL191798,HYD-DXB,HYD,DXB,International,2025-02-13,216,Boeing 787,250,192,2882960.08,1741527.43,17.2403,78.4294,25.2532,55.3657
FL191799,BLR-SIN,BLR,SIN,International,2025-02-12,279,Boeing 737,174,138,1906365.93,1562906.1,13.1986,77.7066,1.3644,103.9915
FL191800,BLR-COK,BLR,COK,Domestic,2025-11-20,50,Airbus A321,220,168,744243.18,471295.1,13.1986,77.7066,10.152,76.4019
FL191801,BOM-LHR,BOM,LHR,International,2025-06-09,561,Boeing 777,350,283,5716579.99,2517811.99,19.0896,72.8656,51.47,-0.4543
FL191802,COK-BOM,COK,BOM,Domestic,2025-05-02,121,Airbus A321,220,171,778408.65,487107.44,10.152,76.4019,19.0896,72.8656
FL191803,HYD-DXB,HYD,DXB,International,2025-07-02,218,Boeing 787,250,188,2131918.52,1768263.05,17.2403,78.4294,25.2532,55.3657
FL191804,BOM-DEL,BOM,DEL,Domestic,2025-07-02,116,Airbus A320,180,118,517948.33,486958.57,19.0896,72.8656,28.5562,77.1
FL191805,BOM-CDG,BOM,CDG,International,2025-02-08,552,Boeing 777,350,282,4433779.66,2556300.62,19.0896,72.8656,49.0097,2.5479
FL191806,PNQ-BLR,PNQ,BLR,Domestic,2025-12-30,98,Airbus A321,220,181,569903.94,473759.38,18.5821,73.9197,13.1986,77.7066
FL191807,BOM-BLR,BOM,BLR,Domestic,2025-06-11,101,Airbus A321,220,210,914207.69,508306.1,19.0896,72.8656,13.1986,77.7066
FL191808,DEL-HYD,DEL,HYD,Domestic,2025-04-20,137,Boeing 737,174,126,577090.91,550731.44,28.5562,77.1,17.2403,78.4294
FL191809,HYD-CCU,HYD,CCU,Domestic,2025-09-19,125,Airbus A320,180,146,746544.31,455656.42,17.2403,78.4294,22.6547,88.4467
FL191810,HYD-COK,HYD,COK,Domestic,2025-02-27,94,Airbus A320,180,149,716490.2,420023.62,17.2403,78.4294,10.152,76.4019
FL191811,DEL-HYD,DEL,HYD,Domestic,2025-12-31,131,Airbus A321,220,154,818919.41,586581.71,28.5562,77.1,17.2403,78.4294
FL191812,DEL-DXB,DEL,DXB,International,2025-05-05,192,Airbus A321,220,165,1915510.43,1488418.0,28.5562,77.1,25.2532,55.3657
FL191813,BOM-BLR,BOM,BLR,Domestic,2025-01-17,96,Boeing 737,174,136,541361.89,418570.54,19.0896,72.8656,13.1986,77.7066
FL191814,DEL-DXB,DEL,DXB,International,2025-07-09,178,Boeing 737,174,142,1746750.61,1361171.83,28.5562,77.1,25.2532,55.3657
FL191815,BOM-DEL,BOM,DEL,Domestic,2025-08-02,114,Boeing 737,174,105,551502.37,463331.85,19.0896,72.8656,28.5562,77.1
FL191816,BOM-JFK,BOM,JFK,International,2025-04-11,966,Airbus A350,315,248,5580925.37,3621783.72,19.0896,72.8656,40.6413,-73.7781
FL191817,BOM-DOH,BOM,DOH,International,2025-12-31,204,Boeing 737,174,112,1241124.08,1395060.13,19.0896,72.8656,25.2731,51.6081
FL191818,DEL-SIN,DEL,SIN,International,2025-05-19,333,Boeing 737,174,122,1880106.35,1783848.29,28.5562,77.1,1.3644,103.9915
FL191819,BOM-CCU,BOM,CCU,Domestic,2025-03-22,156,Airbus A321,220,185,1004459.53,583527.87,19.0896,72.8656,22.6547,88.4467
FL191820,BLR-COK,BLR,COK,Domestic,2025-06-09,47,Airbus A320,180,158,598162.25,366842.53,13.1986,77.7066,10.152,76.4019
FL191821,BLR-CCU,BLR,CCU,Domestic,2025-11-07,148,Airbus A320,180,175,1084711.5,503928.36,13.1986,77.7066,22.6547,88.4467
FL191822,BOM-LHR,BOM,LHR,International,2025-11-04,563,Boeing 787,250,196,3725655.43,2394628.7,19.0896,72.8656,51.47,-0.4543
FL191823,DEL-BLR,DEL,BLR,Domestic,2025-06-12,155,Boeing 737,174,129,803130.15,504088.78,28.5562,77.1,13.1986,77.7066
FL191824,HYD-MAA,HYD,MAA,Domestic,2025-09-21,70,Boeing 737,174,147,660670.32,472501.97,17.2403,78.4294,12.9941,80.1709
FL191825,BOM-BKK,BOM,BKK,International,2025-06-26,266,Boeing 787,250,175,2443135.04,1882160.02,19.0896,72.8656,13.69,100.7501
FL191826,HYD-DXB,HYD,DXB,International,2025-12-09,216,Airbus A321,220,179,2636746.61,1627259.9,17.2403,78.4294,25.2532,55.3657
FL191827,BLR-COK,BLR,COK,Domestic,2025-08-27,53,Boeing 737,174,120,527808.01,433425.57,13.1986,77.7066,10.152,76.4019
FL191828,GOI-DEL,GOI,DEL,Domestic,2025-07-18,146,Boeing 737,174,128,571207.26,979060.96,15.3808,73.8314,28.5562,77.1
FL191829,PNQ-DEL,PNQ,DEL,Domestic,2025-12-20,121,Airbus A320,180,148,862700.63,490772.32,18.5821,73.9197,28.5562,77.1
FL191830,DEL-JFK,DEL,JFK,International,2025-01-04,886,Boeing 777,350,263,6155930.29,3475608.93,28.5562,77.1,40.6413,-73.7781
FL191831,HYD-COK,HYD,COK,Domestic,2025-06-29,83,Airbus A320,180,123,450406.75,464057.21,17.2403,78.4294,10.152,76.4019
FL191832,DEL-MAA,DEL,MAA,Domestic,2025-04-14,170,Boeing 737,174,99,599883.93,549991.73,28.5562,77.1,12.9941,80.1709
FL191833,BLR-HYD,BLR,HYD,Domestic,2025-08-08,71,Airbus A320,180,108,474220.44,401916.2,13.1986,77.7066,17.2403,78.4294
FL191834,DEL-LHR,DEL,LHR,International,2025-05-22,534,Airbus A350,315,260,4295236.33,2283265.24,28.5562,77.1,51.47,-0.4543
FL191835,MAA-CCU,MAA,CCU,Domestic,2025-05-18,144,Airbus A320,180,134,694799.76,516395.17,12.9941,80.1709,22.6547,88.4467
FL191836,BOM-MAA,BOM,MAA,Domestic,2025-02-02,114,Airbus A321,220,169,801096.5,495303.35,19.0896,72.8656,12.9941,80.1709
FL191837,BOM-BLR,BOM,BLR,Domestic,2025-09-03,92,Boeing 737,174,158,769080.89,478015.87,19.0896,72.8656,13.1986,77.7066
FL191838,BOM-LHR,BOM,LHR,International,2025-08-18,561,Boeing 777,350,260,4691583.79,2526946.64,19.0896,72.8656,51.47,-0.4543
FL191839,COK-DEL,COK,DEL,Domestic,2025-08-18,177,Boeing 737,174,86,500390.36,553306.51,10.152,76.4019,28.5562,77.1
FL191840,GOI-BOM,GOI,BOM,Domestic,2025-07-06,82,Airbus A321,220,168,470152.49,984225.12,15.3808,73.8314,19.0896,72.8656
FL191841,BOM-DEL,BOM,DEL,Domestic,2025-12-04,114,Boeing 737,174,141,716608.21,506886.82,19.0896,72.8656,28.5562,77.1
FL191842,DEL-FRA,DEL,FRA,International,2025-08-28,494,Boeing 777,350,244,4409138.44,2392927.61,28.5562,77.1,50.0379,8.5622
FL191843,DEL-BKK,DEL,BKK,International,2025-05-03,243,Boeing 787,250,155,2328261.63,1797746.03,28.5562,77.1,13.69,100.7501
FL191844,BOM-DOH,BOM,DOH,International,2025-04-13,214,Airbus A321,220,151,1983492.72,1821049.34,19.0896,72.8656,25.2731,51.6081
FL191845,HYD-DXB,HYD,DXB,International,2025-05-16,224,Airbus A321,220,166,2093241.67,1670317.86,17.2403,78.4294,25.2532,55.3657
FL191846,BOM-JFK,BOM,JFK,International,2025-04-20,965,Boeing 787,250,188,4294854.91,3507676.62,19.0896,72.8656,40.6413,-73.7781
FL191847,BOM-DXB,BOM,DXB,International,2025-10-28,169,Airbus A321,220,178,2216088.33,1421750.43,19.0896,72.8656,25.2532,55.3657
FL191848,MAA-COK,MAA,COK,Domestic,2025-10-20,73,Boeing 737,174,143,661008.49,411649.58,12.9941,80.1709,10.152,76.4019
FL191849,BOM-BKK,BOM,BKK,International,2025-01-31,258,Airbus A321,220,141,1864856.52,1748623.14,19.0896,72.8656,13.69,100.7501
FL191850,DEL-JFK,DEL,JFK,International,2025-11-30,906,Boeing 787,250,161,3741555.83,3360539.71,28.5562,77.1,40.6413,-73.7781
FL191851,BOM-JFK,BOM,JFK,International,2025-02-23,956,Boeing 787,250,202,4486266.11,3467294.65,19.0896,72.8656,40.6413,-73.7781
FL191852,BLR-COK,BLR,COK,Domestic,2025-02-10,64,Airbus A320,180,154,442088.45,426856.63,13.1986,77.7066,10.152,76.4019
FL191853,BLR-HYD,BLR,HYD,Domestic,2025-02-04,80,Airbus A321,220,183,678684.1,490554.15,13.1986,77.7066,17.2403,78.4294
FL191854,BLR-MAA,BLR,MAA,Domestic,2025-07-24,57,Airbus A321,220,190,609484.45,416184.28,13.1986,77.7066,12.9941,80.1709
FL191855,BOM-BKK,BOM,BKK,International,2025-01-14,256,Boeing 737,174,127,2041739.43,1633531.41,19.0896,72.8656,13.69,100.7501
FL191856,BLR-HYD,BLR,HYD,Domestic,2025-07-10,77,Airbus A320,180,124,420264.13,466988.66,13.1986,77.7066,17.2403,78.4294
FL191857,HYD-CCU,HYD,CCU,Domestic,2025-09-03,120,Airbus A320,180,139,721787.35,553687.74,17.2403,78.4294,22.6547,88.4467
FL191858,GOI-DEL,GOI,DEL,Domestic,2025-07-31,130,Boeing 737,174,119,691501.65,1013639.67,15.3808,73.8314,28.5562,77.1
FL191859,BOM-CDG,BOM,CDG,International,2025-07-09,541,Boeing 777,350,229,3711206.03,2497529.99,19.0896,72.8656,49.0097,2.5479
FL191860,JAI-DEL,JAI,DEL,Domestic,2025-04-30,45,Airbus A321,220,161,649705.09,728525.04,26.8242,75.8122,28.5562,77.1
FL191861,GOI-DEL,GOI,DEL,Domestic,2025-09-18,154,Airbus A320,180,131,683789.04,976359.85,15.3808,73.8314,28.5562,77.1
FL191862,BLR-HYD,BLR,HYD,Domestic,2025-09-20,77,Airbus A320,180,139,516080.21,432366.93,13.1986,77.7066,17.2403,78.4294
FL191863,DEL-SIN,DEL,SIN,International,2025-07-23,343,Boeing 737,174,132,2073383.24,1812501.99,28.5562,77.1,1.3644,103.9915
FL191864,BOM-CCU,BOM,CCU,Domestic,2025-02-27,160,Airbus A320,180,133,671149.66,524733.16,19.0896,72.8656,22.6547,88.4467
FL191865,BLR-CCU,BLR,CCU,Domestic,2025-02-22,141,Airbus A321,220,162,936271.26,490322.94,13.1986,77.7066,22.6547,88.4467
FL191866,HYD-COK,HYD,COK,Domestic,2025-05-30,98,Boeing 737,174,129,455636.92,421816.7,17.2403,78.4294,10.152,76.4019
FL191867,BOM-SIN,BOM,SIN,International,2025-06-02,323,Boeing 787,250,234,3579212.01,1952651.85,19.0896,72.8656,1.3644,103.9915
FL191868,BOM-DEL,BOM,DEL,Domestic,2025-10-02,124,Airbus A320,180,137,743166.19,429212.2,19.0896,72.8656,28.5562,77.1
FL191869,DEL-MAA,DEL,MAA,Domestic,2025-04-10,164,Airbus A320,180,144,817434.39,590841.63,28.5562,77.1,12.9941,80.1709
FL191870,GOI-BOM,GOI,BOM,Domestic,2025-05-06,71,Airbus A320,180,158,596629.28,867645.24,15.3808,73.8314,19.0896,72.8656
FL191871,BOM-DXB,BOM,DXB,International,2025-04-27,177,Airbus A321,220,128,1600121.31,1431420.44,19.0896,72.8656,25.2532,55.3657
FL191872,DEL-AMD,DEL,AMD,Domestic,2025-01-29,88,Boeing 737,174,99,360005.02,425660.97,28.5562,77.1,23.0772,72.6347
FL191873,DEL-CDG,DEL,CDG,International,2025-06-17,510,Airbus A350,315,248,4262371.13,2373920.03,28.5562,77.1,49.0097,2.5479
FL191874,LKO-DEL,LKO,DEL,Domestic,2025-08-03,73,Airbus A320,180,150,588070.27,701036.6,26.7606,80.8893,28.5562,77.1
FL191875,DEL-LHR,DEL,LHR,International,2025-11-12,541,Airbus A350,315,257,5015533.79,2883500.15,28.5562,77.1,51.47,-0.4543
FL191876,DEL-CCU,DEL,CCU,Domestic,2025-12-02,137,Boeing 737,174,164,863197.6,536301.34,28.5562,77.1,22.6547,88.4467
FL191877,BOM-BLR,BOM,BLR,Domestic,2025-01-12,95,Airbus A320,180,144,581506.01,435135.76,19.0896,72.8656,13.1986,77.7066
FL191878,BOM-BLR,BOM,BLR,Domestic,2025-03-18,93,Boeing 737,174,128,563263.0,455553.31,19.0896,72.8656,13.1986,77.7066
FL191879,AMD-DEL,AMD,DEL,Domestic,2025-05-12,77,Airbus A321,220,193,1061684.64,458550.46,23.0772,72.6347,28.5562,77.1
FL191880,BOM-CCU,BOM,CCU,Domestic,2025-07-18,160,Airbus A321,220,168,829375.31,558640.48,19.0896,72.8656,22.6547,88.4467
FL191881,BLR-COK,BLR,COK,Domestic,2025-08-31,54,Boeing 737,174,127,369295.93,411422.05,13.1986,77.7066,10.152,76.4019
FL191882,GOI-BOM,GOI,BOM,Domestic,2025-06-24,71,Airbus A321,220,193,601585.74,713702.6,15.3808,73.8314,19.0896,72.8656
FL191883,LKO-DEL,LKO,DEL,Domestic,2025-08-20,52,Boeing 737,174,116,444620.07,672990.04,26.7606,80.8893,28.5562,77.1
FL191884,DEL-BKK,DEL,BKK,International,2025-09-29,256,Boeing 737,174,150,1921658.04,1580181.62,28.5562,77.1,13.69,100.7501
FL191885,HYD-CCU,HYD,CCU,Domestic,2025-09-30,134,Boeing 737,174,130,704262.7,559759.58,17.2403,78.4294,22.6547,88.4467
FL191886,MAA-DXB,MAA,DXB,International,2025-10-11,252,Boeing 787,250,180,2426857.18,1696441.98,12.9941,80.1709,25.2532,55.3657
FL191887,BOM-DXB,BOM,DXB,International,2025-12-17,182,Boeing 787,250,216,2429876.97,1939448.99,19.0896,72.8656,25.2532,55.3657
FL191888,HYD-MAA,HYD,MAA,Domestic,2025-11-21,84,Airbus A321,220,177,664829.88,438390.38,17.2403,78.4294,12.9941,80.1709
FL191889,JAI-DEL,JAI,DEL,Domestic,2025-10-20,53,Boeing 737,174,169,651388.03,697760.9,26.8242,75.8122,28.5562,77.1
FL191890,LKO-DEL,LKO,DEL,Domestic,2025-07-18,55,Airbus A321,220,156,634462.81,662385.88,26.7606,80.8893,28.5562,77.1
FL191891,DEL-DOH,DEL,DOH,International,2025-09-26,220,Boeing 737,174,108,1535966.0,1454067.27,28.5562,77.1,25.2731,51.6081
FL191892,HYD-DXB,HYD,DXB,International,2025-05-19,220,Airbus A321,220,151,1689712.48,1632611.98,17.2403,78.4294,25.2532,55.3657
FL191893,AMD-BLR,AMD,BLR,Domestic,2025-02-01,125,Airbus A320,180,131,700084.87,501498.02,23.0772,72.6347,13.1986,77.7066
FL191894,BLR-HYD,BLR,HYD,Domestic,2025-04-24,61,Airbus A321,220,187,735198.14,460670.23,13.1986,77.7066,17.2403,78.4294
FL191895,BOM-BKK,BOM,BKK,International,2025-06-03,269,Boeing 787,250,179,2729757.23,1834204.03,19.0896,72.8656,13.69,100.7501
FL191896,PNQ-BLR,PNQ,BLR,Domestic,2025-03-16,105,Boeing 737,174,143,621017.11,458712.13,18.5821,73.9197,13.1986,77.7066
FL191897,BOM-LHR,BOM,LHR,International,2025-05-18,548,Airbus A350,315,268,5177702.08,3014114.98,19.0896,72.8656,51.47,-0.4543
FL191898,PNQ-DEL,PNQ,DEL,Domestic,2025-08-02,128,Boeing 737,174,93,489352.29,552451.36,18.5821,73.9197,28.5562,77.1
FL191899,MAA-CCU,MAA,CCU,Domestic,2025-05-04,147,Airbus A320,180,120,680618.03,499224.84,12.9941,80.1709,22.6547,88.4467
FL191900,AMD-BLR,AMD,BLR,Domestic,2025-06-22,130,Airbus A320,180,135,729227.46,623959.96,23.0772,72.6347,13.1986,77.7066
FL191901,MAA-CCU,MAA,CCU,Domestic,2025-06-21,144,Boeing 737,174,130,606190.32,477719.33,12.9941,80.1709,22.6547,88.4467
FL191902,HYD-CCU,HYD,CCU,Domestic,2025-08-14,121,Boeing 737,174,111,493743.83,474458.56,17.2403,78.4294,22.6547,88.4467
FL191903,BOM-DOH,BOM,DOH,International,2025-07-11,216,Boeing 787,250,176,2508070.67,1601793.52,19.0896,72.8656,25.2731,51.6081
FL191904,BOM-HYD,BOM,HYD,Domestic,2025-11-10,89,Airbus A320,180,109,406182.9,422817.59,19.0896,72.8656,17.2403,78.4294
FL191905,JAI-DEL,JAI,DEL,Domestic,2025-01-12,45,Airbus A320,180,121,432934.37,608663.48,26.8242,75.8122,28.5562,77.1
FL191906,BOM-MAA,BOM,MAA,Domestic,2025-10-20,112,Airbus A320,180,136,697532.02,437584.56,19.0896,72.8656,12.9941,80.1709
FL191907,MAA-DXB,MAA,DXB,International,2025-09-10,249,Boeing 787,250,178,2352845.2,1789677.9,12.9941,80.1709,25.2532,55.3657
FL191908,DEL-MAA,DEL,MAA,Domestic,2025-07-13,169,Airbus A320,180,109,633299.34,550771.69,28.5562,77.1,12.9941,80.1709
FL191909,DEL-SYD,DEL,SYD,International,2025-07-23,794,Boeing 787,250,203,3964506.33,3201368.49,28.5562,77.1,-33.9399,151.1753
FL191910,BOM-HYD,BOM,HYD,Domestic,2025-10-04,80,Airbus A321,220,168,656387.16,432166.01,19.0896,72.8656,17.2403,78.4294
FL191911,DEL-CCU,DEL,CCU,Domestic,2025-11-04,127,Airbus A320,180,165,850425.93,489994.77,28.5562,77.1,22.6547,88.4467
FL191912,BOM-MAA,BOM,MAA,Domestic,2025-06-27,104,Airbus A321,220,151,697916.25,526169.82,19.0896,72.8656,12.9941,80.1709
FL191913,MAA-CCU,MAA,CCU,Domestic,2025-04-02,156,Boeing 737,174,146,861888.68,576976.12,12.9941,80.1709,22.6547,88.4467
FL191914,GOI-DEL,GOI,DEL,Domestic,2025-10-15,153,Airbus A320,180,132,714003.74,1017435.07,15.3808,73.8314,28.5562,77.1
FL191915,BLR-COK,BLR,COK,Domestic,2025-09-19,63,Boeing 737,174,133,557278.23,449761.28,13.1986,77.7066,10.152,76.4019
FL191916,DEL-SIN,DEL,SIN,International,2025-10-14,326,Airbus A321,220,196,3056988.34,1826039.27,28.5562,77.1,1.3644,103.9915
FL191917,DEL-MAA,DEL,MAA,Domestic,2025-03-27,177,Boeing 737,174,147,776789.25,553539.35,28.5562,77.1,12.9941,80.1709
FL191918,MAA-CCU,MAA,CCU,Domestic,2025-12-06,142,Airbus A320,180,137,789361.65,517256.49,12.9941,80.1709,22.6547,88.4467
FL191919,GOI-DEL,GOI,DEL,Domestic,2025-07-16,140,Airbus A320,180,118,757677.45,865454.31,15.3808,73.8314,28.5562,77.1
FL191920,GOI-BOM,GOI,BOM,Domestic,2025-05-31,77,Boeing 737,174,120,460377.99,853295.26,15.3808,73.8314,19.0896,72.8656
FL191921,DEL-AMD,DEL,AMD,Domestic,2025-08-22,85,Airbus A321,220,186,931342.36,443772.63,28.5562,77.1,23.0772,72.6347
FL191922,PNQ-DEL,PNQ,DEL,Domestic,2025-12-20,114,Airbus A320,180,126,585539.14,502078.52,18.5821,73.9197,28.5562,77.1
FL191923,MAA-CCU,MAA,CCU,Domestic,2025-01-02,130,Airbus A321,220,138,835430.36,576004.03,12.9941,80.1709,22.6547,88.4467
FL191924,MAA-SIN,MAA,SIN,International,2025-07-23,255,Airbus A321,220,175,2269855.87,1561537.81,12.9941,80.1709,1.3644,103.9915
FL191925,COK-DEL,COK,DEL,Domestic,2025-08-13,184,Boeing 787,250,169,1057309.12,713530.56,10.152,76.4019,28.5562,77.1
FL191926,BOM-MAA,BOM,MAA,Domestic,2025-12-22,103,Airbus A320,180,144,683870.27,440338.99,19.0896,72.8656,12.9941,80.1709
FL191927,PNQ-DEL,PNQ,DEL,Domestic,2025-10-16,130,Airbus A320,180,163,744093.19,517764.63,18.5821,73.9197,28.5562,77.1
FL191928,JAI-DEL,JAI,DEL,Domestic,2025-12-10,45,Boeing 737,174,153,686291.21,645831.34,26.8242,75.8122,28.5562,77.1
FL191929,MAA-CCU,MAA,CCU,Domestic,2025-07-19,130,Boeing 737,174,132,708342.34,546831.67,12.9941,80.1709,22.6547,88.4467
